row_id,image_path_flat,image_path,attribute,caption_raw,caption_norm,panelist,session_date,year_folder,session_num,bimester,view,panel_slot,panel_replicate,dairy_id,product_code
36446,data/images_flat/2018-2019_Trentingrana__2018-09-19__P1a_302_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P1a_302_fetta.bmp,Struttura della Pasta,Microocchiatura molto diffusa,Microocchiatura molto diffusa,TG_19,2018-09-19,2018-2019_Trentingrana,3,,Fetta,1,a,TN_302,C0A
36447,data/images_flat/2018-2019_Trentingrana__2018-09-19__P1a_302_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P1a_302_fetta.bmp,Struttura della Pasta,Struttura abbastanza  granulosa  e definita ma con presenza di micro occhiatura  diffusa,Struttura abbastanza granulosa e definita ma con presenza di micro occhiatura diffusa,TG_20,2018-09-19,2018-2019_Trentingrana,3,,Fetta,1,a,TN_302,C0A
36448,data/images_flat/2018-2019_Trentingrana__2018-09-19__P1a_302_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P1a_302_fetta.bmp,Struttura della Pasta,Grana grossolana  con occhiatura frequenti ma piccole. Frattura  media omogenea,Grana grossolana con occhiatura frequenti ma piccole. Frattura media omogenea,TG_24,2018-09-19,2018-2019_Trentingrana,3,,Fetta,1,a,TN_302,C0A
36449,data/images_flat/2018-2019_Trentingrana__2018-09-19__P1a_302_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P1a_302_fetta.bmp,Colore della Pasta,Escludendo la sfumatura della crosta il colore omogeneo,Escludendo la sfumatura della crosta il colore omogeneo,Q_02,2018-09-19,2018-2019_Trentingrana,3,,Fetta,1,a,TN_302,C0A
36450,data/images_flat/2018-2019_Trentingrana__2018-09-19__P1a_302_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P1a_302_fetta.bmp,Colore della Pasta,Chiaro ma tendente al grigio uniforme  con leggera sfumatura risata al centro,Chiaro ma tendente al grigio uniforme con leggera sfumatura risata al centro,Q_09,2018-09-19,2018-2019_Trentingrana,3,,Fetta,1,a,TN_302,C0A
36451,data/images_flat/2018-2019_Trentingrana__2018-09-19__P1a_302_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P1a_302_fetta.bmp,Colore della Pasta,Omogenea,Omogenea,TG_05,2018-09-19,2018-2019_Trentingrana,3,,Fetta,1,a,TN_302,C0A
36453,data/images_flat/2018-2019_Trentingrana__2018-09-19__P1a_302_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P1a_302_fetta.bmp,Colore della Pasta,Colore leggermente carico ma omogeneo,Colore leggermente carico ma omogeneo,TG_13,2018-09-19,2018-2019_Trentingrana,3,,Fetta,1,a,TN_302,C0A
36454,data/images_flat/2018-2019_Trentingrana__2018-09-19__P1a_302_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P1a_302_fetta.bmp,Colore della Pasta,Giallo carico omogeneo,Giallo carico omogeneo,TG_14,2018-09-19,2018-2019_Trentingrana,3,,Fetta,1,a,TN_302,C0A
36455,data/images_flat/2018-2019_Trentingrana__2018-09-19__P1a_302_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P1a_302_fetta.bmp,Colore della Pasta,Più scura verso un piatto,Più scura verso un piatto,TG_15,2018-09-19,2018-2019_Trentingrana,3,,Fetta,1,a,TN_302,C0A
36456,data/images_flat/2018-2019_Trentingrana__2018-09-19__P1a_302_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P1a_302_fetta.bmp,Colore della Pasta,Omogenea e intensa,Omogenea e intensa,TG_19,2018-09-19,2018-2019_Trentingrana,3,,Fetta,1,a,TN_302,C0A
36457,data/images_flat/2018-2019_Trentingrana__2018-09-19__P1a_302_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P1a_302_fetta.bmp,Colore della Pasta,Bello,Bello,TG_20,2018-09-19,2018-2019_Trentingrana,3,,Fetta,1,a,TN_302,C0A
36458,data/images_flat/2018-2019_Trentingrana__2018-09-19__P1a_302_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P1a_302_fetta.bmp,Colore della Pasta,Giallo carico omogeneo,Giallo carico omogeneo,TG_24,2018-09-19,2018-2019_Trentingrana,3,,Fetta,1,a,TN_302,C0A
36459,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Profumo,"delicato ma lattico, caratteristico","delicato ma lattico, caratteristico",TG_20,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36460,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Profumo,"cipolla, minestrone verdura","cipolla, minestrone verdura",TG_15,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36461,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Profumo,leg fieno,leg fieno,Q_09,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36462,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Profumo,panna,panna,TG_13,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36463,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Profumo,intenso e burroso con leggera tostatura,intenso e burroso con leggera tostatura,TG_24,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36465,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Profumo,burro,burro,TG_05,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36467,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Profumo,latte privo di particolari note,latte privo di particolari note,TG_14,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36469,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Sapore,"equilibrato, ma retrogusto amaro","equilibrato, ma retrogusto amaro",TG_20,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36470,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Sapore,un po- salato e piccante,un po- salato e piccante,TG_15,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36471,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Sapore,leg salato,leg salato,Q_09,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36472,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Sapore,"leggermente piccante, dolce, sapidita piacevole","leggermente piccante, dolce, sapidita piacevole",TG_13,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36473,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Sapore,equilibrato con note anche dolci,equilibrato con note anche dolci,TG_24,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36475,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Sapore,piccante e salato,piccante e salato,TG_05,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36477,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Sapore,leggero amaro e piccante,leggero amaro e piccante,TG_14,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36478,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Sapore,"amarognolo fin dall inizio, salato, piccante  finale leggero","amarognolo fin dall inizio, salato, piccante finale leggero",TG_19,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36479,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Texture,gommosa,gommosa,TG_20,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36482,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Texture,morbido si sentono i cristalli poco granuloso molto sol,morbido si sentono i cristalli poco granuloso molto sol,TG_13,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36484,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Texture,"Umido, cedevole, quasi colloso. Sembra di mangiare pongo","Umido, cedevole, quasi colloso. Sembra di mangiare pongo",Q_02,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36485,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Texture,"cristalli medio grossi, la bocca nel complesso rimane pulita","cristalli medio grossi, la bocca nel complesso rimane pulita",TG_05,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36488,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Texture,"molto umido, solubile, poco granuloso","molto umido, solubile, poco granuloso",TG_19,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36489,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Spessore della Crosta,Piatti e scalzo circa 9mm Spigoli circa 15mm  Media 9mm,Piatti e scalzo circa 9mm Spigoli circa 15mm Media 9mm,Q_02,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36490,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Spessore della Crosta,12 km più netta su 1 piatto,12 km più netta su 1 piatto,Q_09,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36491,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Spessore della Crosta,Lineare,Lineare,TG_05,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36493,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Spessore della Crosta,La crosta é fine ma con sottocrosta dal colore marcato,La crosta é fine ma con sottocrosta dal colore marcato,TG_13,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36494,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Spessore della Crosta,Spessore uniforme e nella media,Spessore uniforme e nella media,TG_14,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36495,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Spessore della Crosta,10km,10km,TG_15,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36496,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Spessore della Crosta,9 10 mm,9 10 mm,TG_19,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36497,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Spessore della Crosta,Nella norma,Nella norma,TG_20,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36498,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Spessore della Crosta,0.8 in media,0.8 in media,TG_24,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36500,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Struttura della Pasta,Grana grossa ma uniforme crist visibili,Grana grossa ma uniforme crist visibili,Q_09,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36503,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Struttura della Pasta,Grana non omogenea,Grana non omogenea,TG_13,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36504,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Struttura della Pasta,"Granulosa e omogenea, pochissime microocchitura minori 1 millime","Granulosa e omogenea, pochissime microocchitura minori 1 millime",TG_14,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36505,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Struttura della Pasta,"Qualche microocchiatura centrale, grana buona","Qualche microocchiatura centrale, grana buona",TG_15,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36506,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Struttura della Pasta,"Bella grana, ma un Po disomogenea","Bella grana, ma un Po disomogenea",TG_19,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36507,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Struttura della Pasta,"Frattura ok, grana eterogenea, a tratti bella a tratti quasi eccessiva","Frattura ok, grana eterogenea, a tratti bella a tratti quasi eccessiva",TG_20,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36508,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Struttura della Pasta,Bella grana sia grossolana  che fine. Frattura omogenea.,Bella grana sia grossolana che fine. Frattura omogenea.,TG_24,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36509,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Colore della Pasta,Leggero alone,Leggero alone,Q_02,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36510,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Colore della Pasta,Tendente all' aranciata ma unif,Tendente all' aranciata ma unif,Q_09,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36513,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Colore della Pasta,"Paglierino carico, rossastra negli angoli","Paglierino carico, rossastra negli angoli",TG_13,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36514,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Colore della Pasta,Colorazione omogenea non troppo carica,Colorazione omogenea non troppo carica,TG_14,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36515,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Colore della Pasta,"Giallo abbastanza chiaro ,lieve sfumatura vicino al piatto","Giallo abbastanza chiaro ,lieve sfumatura vicino al piatto",TG_15,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36516,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Colore della Pasta,Omogenea,Omogenea,TG_19,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36517,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Colore della Pasta,"Abbastanza  Omogeneo, in prossimità  della crosta  tendente al rossiccio","Abbastanza Omogeneo, in prossimità della crosta tendente al rossiccio",TG_20,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36518,data/images_flat/2018-2019_Trentingrana__2018-09-19__P4a_311_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P4a_311_fetta.bmp,Colore della Pasta,Bella tonalità con giallo chiaro,Bella tonalità con giallo chiaro,TG_24,2018-09-19,2018-2019_Trentingrana,3,,Fetta,4,a,TN_311,C0G
36519,data/images_flat/2018-2019_Trentingrana__2018-09-19__P3a_307_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P3a_307_grana.bmp,Profumo,"lieve nota ossidata di cetriolo / cimice, per il resto piuttosto piatto","lieve nota ossidata di cetriolo / cimice, per il resto piuttosto piatto",TG_20,2018-09-19,2018-2019_Trentingrana,3,,Grana,3,a,TN_307,C0E
36520,data/images_flat/2018-2019_Trentingrana__2018-09-19__P3a_307_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P3a_307_grana.bmp,Profumo,ananas,ananas,TG_15,2018-09-19,2018-2019_Trentingrana,3,,Grana,3,a,TN_307,C0E
36521,data/images_flat/2018-2019_Trentingrana__2018-09-19__P3a_307_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P3a_307_grana.bmp,Profumo,leg kefir/yogurt ins mais,leg kefir/yogurt ins mais,Q_09,2018-09-19,2018-2019_Trentingrana,3,,Grana,3,a,TN_307,C0E
36523,data/images_flat/2018-2019_Trentingrana__2018-09-19__P3a_307_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P3a_307_grana.bmp,Profumo,burroso ma con tostatura forte...,burroso ma con tostatura forte...,TG_24,2018-09-19,2018-2019_Trentingrana,3,,Grana,3,a,TN_307,C0E
36527,data/images_flat/2018-2019_Trentingrana__2018-09-19__P3a_307_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P3a_307_grana.bmp,Profumo,"panna e latte fresco, sentore di frutta secca","panna e latte fresco, sentore di frutta secca",TG_14,2018-09-19,2018-2019_Trentingrana,3,,Grana,3,a,TN_307,C0E
36529,data/images_flat/2018-2019_Trentingrana__2018-09-19__P3a_307_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P3a_307_grana.bmp,Sapore,"sapido/umami, piccantezza media, abbastanza equilibrato","sapido/umami, piccantezza media, abbastanza equilibrato",TG_20,2018-09-19,2018-2019_Trentingrana,3,,Grana,3,a,TN_307,C0E
36530,data/images_flat/2018-2019_Trentingrana__2018-09-19__P3a_307_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P3a_307_grana.bmp,Sapore,equilibrato,equilibrato,TG_15,2018-09-19,2018-2019_Trentingrana,3,,Grana,3,a,TN_307,C0E
36531,data/images_flat/2018-2019_Trentingrana__2018-09-19__P3a_307_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P3a_307_grana.bmp,Sapore,umami,umami,Q_09,2018-09-19,2018-2019_Trentingrana,3,,Grana,3,a,TN_307,C0E
36533,data/images_flat/2018-2019_Trentingrana__2018-09-19__P3a_307_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P3a_307_grana.bmp,Sapore,equilibrio medio con leggere note amare e salate,equilibrio medio con leggere note amare e salate,TG_24,2018-09-19,2018-2019_Trentingrana,3,,Grana,3,a,TN_307,C0E
36535,data/images_flat/2018-2019_Trentingrana__2018-09-19__P3a_307_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P3a_307_grana.bmp,Sapore,un po salato,un po salato,TG_05,2018-09-19,2018-2019_Trentingrana,3,,Grana,3,a,TN_307,C0E
36537,data/images_flat/2018-2019_Trentingrana__2018-09-19__P3a_307_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P3a_307_grana.bmp,Sapore,"non piccante, leggermente acido, salato ottimale, dolce percepibile","non piccante, leggermente acido, salato ottimale, dolce percepibile",TG_14,2018-09-19,2018-2019_Trentingrana,3,,Grana,3,a,TN_307,C0E
36538,data/images_flat/2018-2019_Trentingrana__2018-09-19__P3a_307_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P3a_307_grana.bmp,Sapore,"piccante, salato","piccante, salato",TG_19,2018-09-19,2018-2019_Trentingrana,3,,Grana,3,a,TN_307,C0E
36539,data/images_flat/2018-2019_Trentingrana__2018-09-19__P3a_307_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P3a_307_grana.bmp,Texture,lascia la bocca pulita,lascia la bocca pulita,TG_20,2018-09-19,2018-2019_Trentingrana,3,,Grana,3,a,TN_307,C0E
36540,data/images_flat/2018-2019_Trentingrana__2018-09-19__P3a_307_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P3a_307_grana.bmp,Texture,asciutto,asciutto,TG_15,2018-09-19,2018-2019_Trentingrana,3,,Grana,3,a,TN_307,C0E
36541,data/images_flat/2018-2019_Trentingrana__2018-09-19__P3a_307_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P3a_307_grana.bmp,Texture,"secco, asciutto","secco, asciutto",Q_09,2018-09-19,2018-2019_Trentingrana,3,,Grana,3,a,TN_307,C0E
36542,data/images_flat/2018-2019_Trentingrana__2018-09-19__P3a_307_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P3a_307_grana.bmp,Texture,"deformabile, compatto, poco friabile, poco granuloso","deformabile, compatto, poco friabile, poco granuloso",TG_13,2018-09-19,2018-2019_Trentingrana,3,,Grana,3,a,TN_307,C0E
36543,data/images_flat/2018-2019_Trentingrana__2018-09-19__P3a_307_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P3a_307_grana.bmp,Texture,compatta e poco solubile. pastoso,compatta e poco solubile. pastoso,TG_24,2018-09-19,2018-2019_Trentingrana,3,,Grana,3,a,TN_307,C0E
36544,data/images_flat/2018-2019_Trentingrana__2018-09-19__P3a_307_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P3a_307_grana.bmp,Texture,morbido poca grana impasta,morbido poca grana impasta,Q_02,2018-09-19,2018-2019_Trentingrana,3,,Grana,3,a,TN_307,C0E
36546,data/images_flat/2018-2019_Trentingrana__2018-09-19__P3a_307_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P3a_307_grana.bmp,Texture,"morbido, poco friabile, poca microstruttura","morbido, poco friabile, poca microstruttura",TG_11,2018-09-19,2018-2019_Trentingrana,3,,Grana,3,a,TN_307,C0E
36547,data/images_flat/2018-2019_Trentingrana__2018-09-19__P3a_307_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P3a_307_grana.bmp,Texture,"Grana ben percettibile, presenza di cristalli","Grana ben percettibile, presenza di cristalli",TG_14,2018-09-19,2018-2019_Trentingrana,3,,Grana,3,a,TN_307,C0E
36549,data/images_flat/2018-2019_Trentingrana__2018-09-19__P3a_307_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P3a_307_grana.bmp,Spessore della Crosta,Piatti circa 9mm Scalzo circa 11mm Spigoli circa 15mm  Media 10mm,Piatti circa 9mm Scalzo circa 11mm Spigoli circa 15mm Media 10mm,Q_02,2018-09-19,2018-2019_Trentingrana,3,,Grana,3,a,TN_307,C0E
36550,data/images_flat/2018-2019_Trentingrana__2018-09-19__P3a_307_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P3a_307_grana.bmp,Spessore della Crosta,10 mm,10 mm,Q_09,2018-09-19,2018-2019_Trentingrana,3,,Grana,3,a,TN_307,C0E
36553,data/images_flat/2018-2019_Trentingrana__2018-09-19__P3a_307_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P3a_307_grana.bmp,Spessore della Crosta,Molto fine con poca unghia,Molto fine con poca unghia,TG_13,2018-09-19,2018-2019_Trentingrana,3,,Grana,3,a,TN_307,C0E
36555,data/images_flat/2018-2019_Trentingrana__2018-09-19__P3a_307_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P3a_307_grana.bmp,Spessore della Crosta,12 mm,12 mm,TG_15,2018-09-19,2018-2019_Trentingrana,3,,Grana,3,a,TN_307,C0E
36556,data/images_flat/2018-2019_Trentingrana__2018-09-19__P3a_307_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P3a_307_grana.bmp,Spessore della Crosta,9 mm,9 mm,TG_19,2018-09-19,2018-2019_Trentingrana,3,,Grana,3,a,TN_307,C0E
