row_id,image_path_flat,image_path,attribute,caption_raw,caption_norm,panelist,session_date,year_folder,session_num,bimester,view,panel_slot,panel_replicate,dairy_id,product_code,caption_pre,dedup_key
45177,data/images_flat/2018-2019_Trentingrana__2018-10-24__P3b_314_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P3b_314_grana.bmp,Struttura della Pasta,"Microocch, zone leggermente stirate","Microocch, zone leggermente stirate",TG_12,2018-10-24,2018-2019_Trentingrana,8,,Grana,3,b,TN_314,C0I,"Microocch, zone leggermente stirate",Struttura della Pasta::microocch zone leggermente stirate
45178,data/images_flat/2018-2019_Trentingrana__2018-10-24__P3b_314_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P3b_314_grana.bmp,Struttura della Pasta,"Un po' stirata,con occhiature nella zona centrale","Un po' stirata,con occhiature nella zona centrale",TG_14,2018-10-24,2018-2019_Trentingrana,8,,Grana,3,b,TN_314,C0I,"Un poco' stirata,con occhiature nella zona centrale",Struttura della Pasta::un poco' stirata con occhiature nella zona centrale
45179,data/images_flat/2018-2019_Trentingrana__2018-10-24__P3b_314_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P3b_314_grana.bmp,Struttura della Pasta,"Occhiatura 2 mm,grana un po' rotondeggiante","Occhiatura 2 mm,grana un po' rotondeggiante",TG_15,2018-10-24,2018-2019_Trentingrana,8,,Grana,3,b,TN_314,C0I,"Occhiatura 2 mm,grana un poco' rotondeggiante",Struttura della Pasta::occhiatura 2 mm grana un poco' rotondeggiante
45180,data/images_flat/2018-2019_Trentingrana__2018-10-24__P3b_314_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P3b_314_grana.bmp,Struttura della Pasta,"Occhiatura e piccoli strappi, lieve dittatura, disomogeneo nella 2 metà","Occhiatura e piccoli strappi, lieve dittatura, disomogeneo nella 2 metà",TG_19,2018-10-24,2018-2019_Trentingrana,8,,Grana,3,b,TN_314,C0I,"Occhiatura e piccoli strappi, lieve dittatura, disomogeneo nella 2 metà",Struttura della Pasta::occhiatura e piccoli strappi lieve dittatura disomogeneo nella 2 metà
45181,data/images_flat/2018-2019_Trentingrana__2018-10-24__P3b_314_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P3b_314_grana.bmp,Struttura della Pasta,"Microocchiatura diffusa, stirata...e grana grossa","Microocchiatura diffusa, stirata...e grana grossa",TG_24,2018-10-24,2018-2019_Trentingrana,8,,Grana,3,b,TN_314,C0I,"Microocchiatura diffusa, stirata...e grana grossa",Struttura della Pasta::microocchiatura diffusa stirata e grana grossa
45182,data/images_flat/2018-2019_Trentingrana__2018-10-24__P3b_314_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P3b_314_grana.bmp,Struttura della Pasta,Due forme bella solo da un lato occhi anche grossi,Due forme bella solo da un lato occhi anche grossi,TG_26,2018-10-24,2018-2019_Trentingrana,8,,Grana,3,b,TN_314,C0I,Due forme bella solo da un lato occhi anche grossi,Struttura della Pasta::due forme bella solo da un lato occhi anche grossi
45183,data/images_flat/2018-2019_Trentingrana__2018-10-24__P3b_314_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P3b_314_grana.bmp,Colore della Pasta,Carico,Carico,Q_02,2018-10-24,2018-2019_Trentingrana,8,,Grana,3,b,TN_314,C0I,Carico,Colore della Pasta::carico
45184,data/images_flat/2018-2019_Trentingrana__2018-10-24__P3b_314_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P3b_314_grana.bmp,Colore della Pasta,Colore carico ma con 1 Piatto più chiaro forse qualche macchia risata,Colore carico ma con 1 Piatto più chiaro forse qualche macchia risata,Q_09,2018-10-24,2018-2019_Trentingrana,8,,Grana,3,b,TN_314,C0I,Colore carico ma con 1 Piatto più chiaro forse qualche macchia risata,Colore della Pasta::colore carico ma con 1 piatto più chiaro forse qualche macchia risata
45189,data/images_flat/2018-2019_Trentingrana__2018-10-24__P3b_314_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P3b_314_grana.bmp,Colore della Pasta,Carico abbastanza  omogeneo,Carico abbastanza omogeneo,TG_12,2018-10-24,2018-2019_Trentingrana,8,,Grana,3,b,TN_314,C0I,Carico abbastanza omogeneo,Colore della Pasta::carico abbastanza omogeneo
45191,data/images_flat/2018-2019_Trentingrana__2018-10-24__P3b_314_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P3b_314_grana.bmp,Colore della Pasta,Alone più chiaro,Alone più chiaro,TG_15,2018-10-24,2018-2019_Trentingrana,8,,Grana,3,b,TN_314,C0I,Alone più chiaro,Colore della Pasta::alone più chiaro
45192,data/images_flat/2018-2019_Trentingrana__2018-10-24__P3b_314_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P3b_314_grana.bmp,Colore della Pasta,Intenso e di più sotto un piatto,Intenso e di più sotto un piatto,TG_19,2018-10-24,2018-2019_Trentingrana,8,,Grana,3,b,TN_314,C0I,Intenso e di più sotto un piatto,Colore della Pasta::intenso e di più sotto un piatto
45193,data/images_flat/2018-2019_Trentingrana__2018-10-24__P3b_314_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P3b_314_grana.bmp,Colore della Pasta,Giallo medio carico con aree nocciola,Giallo medio carico con aree nocciola,TG_24,2018-10-24,2018-2019_Trentingrana,8,,Grana,3,b,TN_314,C0I,Giallo medio carico con aree nocciola,Colore della Pasta::giallo medio carico con aree nocciola
45194,data/images_flat/2018-2019_Trentingrana__2018-10-24__P3b_314_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P3b_314_grana.bmp,Colore della Pasta,Macchie rosa giallo carico non uniforme,Macchie rosa giallo carico non uniforme,TG_26,2018-10-24,2018-2019_Trentingrana,8,,Grana,3,b,TN_314,C0I,Macchie rosa giallo carico non uniforme,Colore della Pasta::macchie rosa giallo carico non uniforme
45196,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Profumo,"burro fuso, burro","burro fuso, burro",TG_08,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,"burro fuso, burro",Profumo::burro fuso burro
45197,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Profumo,"fruttato, florale, nocciola/tostato un po- troppo","fruttato, florale, nocciola/tostato un po- troppo",TG_24,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,"fruttato, floreale, nocciola/tostato un poco- troppo",Profumo::fruttato floreale nocciola/tostato un poco troppo
45203,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Profumo,"delicato e floreale. latte cotto, pane, frutta secca tostata leggera","delicato e floreale. latte cotto, pane, frutta secca tostata leggera",TG_04,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,"delicato e floreale. latte cotto, pane, frutta secca tostata leggera",Profumo::delicato e floreale latte cotto pane frutta secca tostata leggera
45204,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Profumo,"note vegetali negative, fermentate","note vegetali negative, fermentate",TG_19,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,"note vegetali negative, fermentate",Profumo::note vegetali negative fermentate
45206,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Profumo,gradevole di latte ma leggero,gradevole di latte ma leggero,TG_15,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,gradevole di latte ma leggero,Profumo::gradevole di latte ma leggero
45207,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Sapore,punta di amaro,punta di amaro,TG_14,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,punta di amaro,Sapore::punta di amaro
45208,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Sapore,un p; acido  e amaro,un p; acido e amaro,TG_08,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,un p; acido e amaro,Sapore::un p acido e amaro
45209,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Sapore,note amare in finale...,note amare in finale...,TG_24,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,note amare in finale...,Sapore::note amare in finale
45213,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Sapore,un po salato e leggermente piccante,un po salato e leggermente piccante,TG_05,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,un poco salato e leggermente piccante,Sapore::un poco salato e leggermente piccante
45214,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Sapore,salato pungente,salato pungente,TG_26,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,salato pungente,Sapore::salato pungente
45215,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Sapore,"pungente con levita', amaro","pungente con levita', amaro",TG_04,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,"pungente con levita', amaro",Sapore::pungente con levita' amaro
45216,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Sapore,leggermente piccante in finale,leggermente piccante in finale,TG_19,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,leggermente piccante in finale,Sapore::leggermente piccante in finale
45218,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Sapore,piccantina ma equilibrata,piccantina ma equilibrata,TG_15,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,piccantina ma equilibrata,Sapore::piccantina ma equilibrata
45219,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Aroma,leggero sentore di bruciato,leggero sentore di bruciato,TG_14,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,leggero sentore di bruciato,Aroma::leggero sentore di bruciato
45221,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Aroma,"strano, burro","strano, burro",TG_24,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,"strano, burro",Aroma::strano burro
45222,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Aroma,cotto,cotto,Q_09,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,cotto,Aroma::cotto
45224,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Aroma,stallatico,stallatico,Q_02,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,stallatico,Aroma::stallatico
45226,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Aroma,"stalla, caramello","stalla, caramello",TG_26,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,"stalla, caramello",Aroma::stalla caramello
45227,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Aroma,un pochett odi crosta di formaggio non pecepita alla prima olfazione,un pochett odi crosta di formaggio non pecepita alla prima olfazione,TG_04,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,un pochett odi crosta di formaggio non pecepita alla prima olfazione,Aroma::un pochett odi crosta di formaggio non pecepita alla prima olfazione
45228,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Aroma,"tostato, brodo,","tostato, brodo,",TG_19,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,"tostato, brodo,",Aroma::tostato brodo
45230,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Aroma,latte cotto,latte cotto,TG_15,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,latte cotto,Aroma::latte cotto
45231,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Texture,"duro, grana fine, abbastanza solubile, cristalli poco percepibili","duro, grana fine, abbastanza solubile, cristalli poco percepibili",TG_14,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,"duro, grana fine, abbastanza solubile, cristalli poco percepibili",Texture::duro grana fine abbastanza solubile cristalli poco percepibili
45232,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Texture,mancanza di microstuttura e cristalli,mancanza di microstuttura e cristalli,TG_08,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,mancanza di microstuttura e cristalli,Texture::mancanza di microstuttura e cristalli
45233,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Texture,"poco friabile, asciutto, pochi granuli...","poco friabile, asciutto, pochi granuli...",TG_24,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,"poco friabile, asciutto, pochi granuli...",Texture::poco friabile asciutto pochi granuli
45234,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Texture,morbido asciutto poco cristalli,morbido asciutto poco cristalli,Q_09,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,morbido asciutto poco cristalli,Texture::morbido asciutto poco cristalli
45235,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Texture,legg gommoso e asciutto,legg gommoso e asciutto,TG_12,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,leggermente gommoso e asciutto,Texture::leggermente gommoso e asciutto
45239,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Texture,"buona friabilità, ma asciutto alla deglutizione ingozza","buona friabilità, ma asciutto alla deglutizione ingozza",TG_04,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,"buona friabilità, ma asciutto alla deglutizione ingozza",Texture::buona friabilità ma asciutto alla deglutizione ingozza
45240,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Texture,"compatto, non molto friabile e né solubile, rimangono scagliette strane sotto i denti","compatto, non molto friabile e né solubile, rimangono scagliette strane sotto i denti",TG_19,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,"compatto, non molto friabile e né solubile, rimangono scagliette strane sotto i denti",Texture::compatto non molto friabile e né solubile rimangono scagliette strane sotto i denti
45241,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Texture,farinoso,farinoso,TG_11,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,farinoso,Texture::farinoso
45242,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Texture,buona solubilit',buona solubilit,TG_15,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,buona solubilità,Texture::buona solubilità
45243,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Spessore della Crosta,Crosta sfumata Media 10mm,Crosta sfumata Media 10mm,Q_02,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,Crosta sfumata Media 10mm,Spessore della Crosta::crosta sfumata media 10mm
45244,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Spessore della Crosta,12,12,Q_09,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,Media,Spessore della Crosta::media
45245,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Spessore della Crosta,Sempre sopra il cm.,Sempre sopra il cm.,TG_04,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,Sempre sopra il cm.,Spessore della Crosta::sempre sopra il cm
45251,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Spessore della Crosta,11 mm,11 mm,TG_15,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,Media,Spessore della Crosta::media
45252,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Spessore della Crosta,9 chiaro,9 chiaro,TG_19,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,9 chiaro,Spessore della Crosta::9 chiaro
45253,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Spessore della Crosta,9 10 mm,9 10 mm,TG_24,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,Sottile,Spessore della Crosta::sottile
45255,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Struttura della Pasta,Stirata con microocchiatura,Stirata con microocchiatura,Q_02,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,Stirata con microocchiatura,Struttura della Pasta::stirata con microocchiatura
45256,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Struttura della Pasta,Pasta stirata con frattura a arco fitta Microocchiatura 1 mm,Pasta stirata con frattura a arco fitta Microocchiatura 1 mm,Q_09,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,Pasta stirata con frattura a arco fitta Microocchiatura 1 mm,Struttura della Pasta::pasta stirata con frattura a arco fitta microocchiatura 1 mm
45257,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Struttura della Pasta,Microcchiatura abbondante tendente allo spugnoso.  Sfumatura centrale,Microcchiatura abbondante tendente allo spugnoso. Sfumatura centrale,TG_04,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,Microocchiatura abbondante tendente allo spugnoso. Sfumatura centrale,Struttura della Pasta::microocchiatura abbondante tendente allo spugnoso sfumatura centrale
45258,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Struttura della Pasta,Molte microocchiatura,Molte microocchiatura,TG_05,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,Molte microocchiatura,Struttura della Pasta::molte microocchiatura
45259,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Struttura della Pasta,Presenza di micro. Porosità,Presenza di micro. Porosità,TG_08,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,Presenza di micro. Porosità,Struttura della Pasta::presenza di micro porosità
45260,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Struttura della Pasta,Spugnoso,Spugnoso,TG_11,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,Spugnoso,Struttura della Pasta::spugnoso
45261,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Struttura della Pasta,"Microocc, ampie zone stirate","Microocc, ampie zone stirate",TG_12,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,"Microocc, ampie zone stirate",Struttura della Pasta::microocc ampie zone stirate
45262,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Struttura della Pasta,"Poco Granulosa, stirata, micro occhio poche ma diffuse","Poco Granulosa, stirata, micro occhio poche ma diffuse",TG_14,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,"Poco Granulosa, stirata, micro occhio poche ma diffuse",Struttura della Pasta::poco granulosa stirata micro occhio poche ma diffuse
45263,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Struttura della Pasta,"Stirata, piatta e microocchiature","Stirata, piatta e microocchiature",TG_15,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,"Stirata, piatta e microocchiature",Struttura della Pasta::stirata piatta e microocchiature
45264,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Struttura della Pasta,"Stirato, micro occhiatura, taglio con vasca centrale,","Stirato, micro occhiatura, taglio con vasca centrale,",TG_19,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,"Stirato, micro occhiatura, taglio con vasca centrale,",Struttura della Pasta::stirato micro occhiatura taglio con vasca centrale
45265,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Struttura della Pasta,Molto brutta. Stirata  e con microcchiature diffuse,Molto brutta. Stirata e con microcchiature diffuse,TG_24,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,Molto brutta. Stirata e con microcchiature diffuse,Struttura della Pasta::molto brutta stirata e con microcchiature diffuse
45266,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Struttura della Pasta,Liscia poca grana occhi anche grandi c'era anche un pelo dentro,Liscia poca grana occhi anche grandi c'era anche un pelo dentro,TG_26,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,Liscia poca grana occhi anche grandi c'era anche un pelo dentro,Struttura della Pasta::liscia poca grana occhi anche grandi c'era anche un pelo dentro
45267,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Colore della Pasta,Carico aranciato,Carico aranciato,Q_02,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,Carico aranciato,Colore della Pasta::carico aranciato
45268,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Colore della Pasta,Colore carico ma uniforme leggermente più chiaro sotto1piatto,Colore carico ma uniforme leggermente più chiaro sotto1piatto,Q_09,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,Colore carico ma uniforme leggermente più chiaro sotto1piatto,Colore della Pasta::colore carico ma uniforme leggermente più chiaro sotto1piatto
45269,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Colore della Pasta,"Colore di base carico. Zona paglierino, chiara verso un terzo","Colore di base carico. Zona paglierino, chiara verso un terzo",TG_04,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,"Colore di base carico. Zona paglierino, chiara verso un terzo",Colore della Pasta::colore di base carico zona paglierino chiara verso un terzo
45273,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Colore della Pasta,Abb  uniforme,Abb uniforme,TG_12,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,Abbastanza uniforme,Colore della Pasta::abbastanza uniforme
45275,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Colore della Pasta,Giallo intenso e zone più chiare,Giallo intenso e zone più chiare,TG_15,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,Giallo intenso e zone più chiare,Colore della Pasta::giallo intenso e zone più chiare
45277,data/images_flat/2018-2019_Trentingrana__2018-10-24__P4b_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P4b_319_grana.bmp,Colore della Pasta,Carico...,Carico...,TG_24,2018-10-24,2018-2019_Trentingrana,8,,Grana,4,b,TN_319,C0M,Carico...,Colore della Pasta::carico
