image_path,attribute,caption,caption_sentence
data/images_flat/2018-2019_Trentingrana__2019-01-09__P1a_306_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P1a_306_fetta.bmp,Spessore della Crosta,"Crosta mediamente spessa e uniforme, con spigoli fini.","La crosta del formaggio è mediamente spessa e uniforme, con spigoli fini."
data/images_flat/2018-2019_Trentingrana__2019-01-09__P2a_307_fetta.bmp,Spessore della Crosta,Crosta sfumata con spessore medio.,La crosta del formaggio è sfumata con spessore medio.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P2a_307_fetta.bmp,Spessore della Crosta,"Crosta con colorazione che sfuma gradualmente, angoli e scalzo più evidenti.","La crosta del formaggio presenta colorazione che sfuma gradualmente, angoli e scalzo più evidenti."
data/images_flat/2018-2019_Trentingrana__2019-01-09__P2a_307_fetta.bmp,Spessore della Crosta,Crosta spessa con limite sfumato.,La crosta del formaggio è spessa con limite sfumato.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P2a_307_fetta.bmp,Spessore della Crosta,"Crosta irregolare, superiormente spessa e parte piatta mediamente spessa.","La crosta del formaggio è irregolare, superiormente spessa e parte piatta mediamente spessa."
data/images_flat/2018-2019_Trentingrana__2019-01-09__P2a_307_fetta.bmp,Spessore della Crosta,Crosta molto spessa.,La crosta del formaggio è molto spessa.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P2a_307_fetta.bmp,Spessore della Crosta,"Crosta con spessore variabile nelle diverse aree, tendente a essere abbastanza pronunciato.","La crosta del formaggio presenta uno spessore variabile nelle diverse aree, tendente a essere abbastanza pronunciato."
data/images_flat/2018-2019_Trentingrana__2019-01-09__P2a_307_fetta.bmp,Spessore della Crosta,"Crosta con scalzi poco pronunciati, mediamente spessa nelle zone fini, parte piatta regolare e spigoli ben definiti.","La crosta del formaggio presenta scalzi poco pronunciati, mediamente spessa nelle zone fini, parte piatta regolare e spigoli ben definiti."
data/images_flat/2018-2019_Trentingrana__2019-01-09__P3a_311_fetta.bmp,Spessore della Crosta,"Crosta con spessore medio sulla parte piatta, scalzo molto sottile, e spigoli spessi.","La crosta del formaggio presenta uno spessore medio sulla parte piatta, scalzo molto sottile, e spigoli spessi."
data/images_flat/2018-2019_Trentingrana__2019-01-09__P3a_311_fetta.bmp,Spessore della Crosta,"Crosta con spessore sottile e disomogeneo, lievemente più marcato su un lato.","La crosta del formaggio presenta uno spessore sottile e disomogeneo, lievemente più marcato su un lato."
data/images_flat/2018-2019_Trentingrana__2019-01-09__P3a_311_fetta.bmp,Spessore della Crosta,Crosta per lo più sottile.,La crosta del formaggio è per lo più sottile.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P3a_311_fetta.bmp,Spessore della Crosta,"Crosta regolare, mediamente spessa.","La crosta del formaggio è regolare, mediamente spessa."
data/images_flat/2018-2019_Trentingrana__2019-01-09__P3a_311_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P3a_311_fetta.bmp,Spessore della Crosta,Crosta più sottile su un lato.,La crosta del formaggio è più sottile su un lato.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P3a_311_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P3a_311_fetta.bmp,Spessore della Crosta,Crosta con parti piatte molto sottile e spigoli pronunciati.,La crosta del formaggio presenta parti piatte molto sottile e spigoli pronunciati.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P2b_307_grana.bmp,Spessore della Crosta,Crosta sfumata con spessore medio.,La crosta del formaggio è sfumata con spessore medio.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P2b_307_grana.bmp,Spessore della Crosta,"Crosta con colorazione che sfuma gradualmente, angoli e scalzo più evidenti.","La crosta del formaggio presenta colorazione che sfuma gradualmente, angoli e scalzo più evidenti."
data/images_flat/2018-2019_Trentingrana__2019-01-09__P2b_307_grana.bmp,Spessore della Crosta,Crosta spessa con limite sfumato.,La crosta del formaggio è spessa con limite sfumato.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P2b_307_grana.bmp,Spessore della Crosta,"Crosta irregolare, superiormente spessa e parte piatta mediamente spessa.","La crosta del formaggio è irregolare, superiormente spessa e parte piatta mediamente spessa."
data/images_flat/2018-2019_Trentingrana__2019-01-09__P2b_307_grana.bmp,Spessore della Crosta,Crosta molto spessa.,La crosta del formaggio è molto spessa.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P2b_307_grana.bmp,Spessore della Crosta,"Crosta con spessore variabile nelle diverse aree, tendente a essere abbastanza pronunciato.","La crosta del formaggio presenta uno spessore variabile nelle diverse aree, tendente a essere abbastanza pronunciato."
data/images_flat/2018-2019_Trentingrana__2019-01-09__P2b_307_grana.bmp,Spessore della Crosta,"Crosta con scalzi poco pronunciati, mediamente spessa nelle zone fini, parte piatta regolare e spigoli ben definiti.","La crosta del formaggio presenta scalzi poco pronunciati, mediamente spessa nelle zone fini, parte piatta regolare e spigoli ben definiti."
data/images_flat/2018-2019_Trentingrana__2019-01-09__P1b_306_grana.bmp,Spessore della Crosta,"Crosta con spessore medio su scalzo e parte piatta sottile, spigoli molto spessi.","La crosta del formaggio presenta uno spessore medio su scalzo e parte piatta sottile, spigoli molto spessi."
data/images_flat/2018-2019_Trentingrana__2019-01-09__P1b_306_grana.bmp,Spessore della Crosta,"Crosta sottile, con passaggio netto tra il colore scuro su un lato e la parte rimanente.","La crosta del formaggio è sottile, con passaggio netto tra il colore scuro su un lato e la parte rimanente."
data/images_flat/2018-2019_Trentingrana__2019-01-09__P1b_306_grana.bmp,Spessore della Crosta,Crosta sottile con limite netto.,La crosta del formaggio è sottile con limite netto.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P1b_306_grana.bmp,Spessore della Crosta,Crosta regolare e molto sottile.,La crosta del formaggio è regolare e molto sottile.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P1b_306_grana.bmp,Spessore della Crosta,Crosta più spessa sulla parte piatta.,La crosta del formaggio è più spessa sulla parte piatta.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P1b_306_grana.bmp,Spessore della Crosta,Crosta molto spessa.,La crosta del formaggio è molto spessa.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P1b_306_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P1b_306_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P1b_306_grana.bmp,Spessore della Crosta,"Crosta mediamente spessa e uniforme, con spigoli fini.","La crosta del formaggio è mediamente spessa e uniforme, con spigoli fini."
data/images_flat/2018-2019_Trentingrana__2019-01-09__P2a_307_grana.bmp,Spessore della Crosta,Crosta sfumata con spessore medio.,La crosta del formaggio è sfumata con spessore medio.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P2a_307_grana.bmp,Spessore della Crosta,"Crosta con colorazione che sfuma gradualmente, angoli e scalzo più evidenti.","La crosta del formaggio presenta colorazione che sfuma gradualmente, angoli e scalzo più evidenti."
data/images_flat/2018-2019_Trentingrana__2019-01-09__P2a_307_grana.bmp,Spessore della Crosta,Crosta spessa con limite sfumato.,La crosta del formaggio è spessa con limite sfumato.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P2a_307_grana.bmp,Spessore della Crosta,"Crosta irregolare, superiormente spessa e parte piatta mediamente spessa.","La crosta del formaggio è irregolare, superiormente spessa e parte piatta mediamente spessa."
data/images_flat/2018-2019_Trentingrana__2019-01-09__P2a_307_grana.bmp,Spessore della Crosta,Crosta molto spessa.,La crosta del formaggio è molto spessa.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P2a_307_grana.bmp,Spessore della Crosta,"Crosta con spessore variabile nelle diverse aree, tendente a essere abbastanza pronunciato.","La crosta del formaggio presenta uno spessore variabile nelle diverse aree, tendente a essere abbastanza pronunciato."
data/images_flat/2018-2019_Trentingrana__2019-01-09__P2a_307_grana.bmp,Spessore della Crosta,"Crosta con scalzi poco pronunciati, mediamente spessa nelle zone fini, parte piatta regolare e spigoli ben definiti.","La crosta del formaggio presenta scalzi poco pronunciati, mediamente spessa nelle zone fini, parte piatta regolare e spigoli ben definiti."
data/images_flat/2018-2019_Trentingrana__2019-01-09__P1a_306_grana.bmp,Spessore della Crosta,"Crosta con spessore medio su scalzo e parte piatta sottile, spigoli molto spessi.","La crosta del formaggio presenta uno spessore medio su scalzo e parte piatta sottile, spigoli molto spessi."
data/images_flat/2018-2019_Trentingrana__2019-01-09__P1a_306_grana.bmp,Spessore della Crosta,"Crosta sottile, con passaggio netto tra il colore scuro su un lato e la parte rimanente.","La crosta del formaggio è sottile, con passaggio netto tra il colore scuro su un lato e la parte rimanente."
data/images_flat/2018-2019_Trentingrana__2019-01-09__P1a_306_grana.bmp,Spessore della Crosta,Crosta sottile con limite netto.,La crosta del formaggio è sottile con limite netto.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P1a_306_grana.bmp,Spessore della Crosta,Crosta regolare e molto sottile.,La crosta del formaggio è regolare e molto sottile.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P1a_306_grana.bmp,Spessore della Crosta,Crosta più spessa sulla parte piatta.,La crosta del formaggio è più spessa sulla parte piatta.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P1a_306_grana.bmp,Spessore della Crosta,Crosta molto spessa.,La crosta del formaggio è molto spessa.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P1a_306_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P1a_306_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P1a_306_grana.bmp,Spessore della Crosta,"Crosta mediamente spessa e uniforme, con spigoli fini.","La crosta del formaggio è mediamente spessa e uniforme, con spigoli fini."
data/images_flat/2018-2019_Trentingrana__2019-01-09__P3b_311_fetta.bmp,Spessore della Crosta,"Crosta con spessore medio sulla parte piatta, scalzo molto sottile, e spigoli spessi.","La crosta del formaggio presenta uno spessore medio sulla parte piatta, scalzo molto sottile, e spigoli spessi."
data/images_flat/2018-2019_Trentingrana__2019-01-09__P3b_311_fetta.bmp,Spessore della Crosta,"Crosta con spessore sottile e disomogeneo, lievemente più marcato su un lato.","La crosta del formaggio presenta uno spessore sottile e disomogeneo, lievemente più marcato su un lato."
data/images_flat/2018-2019_Trentingrana__2019-01-09__P3b_311_fetta.bmp,Spessore della Crosta,Crosta per lo più sottile.,La crosta del formaggio è per lo più sottile.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P3b_311_fetta.bmp,Spessore della Crosta,"Crosta regolare, mediamente spessa.","La crosta del formaggio è regolare, mediamente spessa."
data/images_flat/2018-2019_Trentingrana__2019-01-09__P3b_311_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P3b_311_fetta.bmp,Spessore della Crosta,Crosta più sottile su un lato.,La crosta del formaggio è più sottile su un lato.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P3b_311_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-01-09__P3b_311_fetta.bmp,Spessore della Crosta,Crosta con parti piatte molto sottile e spigoli pronunciati.,La crosta del formaggio presenta parti piatte molto sottile e spigoli pronunciati.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P5a_319_fetta.bmp,Spessore della Crosta,"Crosta disomogenea e sfumata, spessore medio.","La crosta del formaggio è disomogenea e sfumata, spessore medio."
data/images_flat/2018-2019_Trentingrana__2019-02-27__P5a_319_fetta.bmp,Spessore della Crosta,"Crosta sfumata sulla parte piatta, più spessa in alcuni tratti e più sottile in altri, con profilo definito.","La crosta del formaggio è sfumata sulla parte piatta, più spessa in alcuni tratti e più sottile in altri, con profilo definito."
data/images_flat/2018-2019_Trentingrana__2019-02-27__P5a_319_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P5a_319_fetta.bmp,Spessore della Crosta,Crosta molto sottile.,La crosta del formaggio è molto sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P5a_319_fetta.bmp,Spessore della Crosta,Crosta spessa e sfumata.,La crosta del formaggio è spessa e sfumata.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P5a_319_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P4b_316_grana.bmp,Spessore della Crosta,"Crosta sfumata, disomogenea e di spessore sottile.","La crosta del formaggio è sfumata, disomogenea e di spessore sottile."
data/images_flat/2018-2019_Trentingrana__2019-02-27__P4b_316_grana.bmp,Spessore della Crosta,Crosta con spessore irregolare.,La crosta del formaggio presenta uno spessore irregolare.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P4b_316_grana.bmp,Spessore della Crosta,Crosta molto sottile con unghia evidente.,La crosta del formaggio è molto sottile con unghia evidente.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P4b_316_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P4b_316_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P4b_316_grana.bmp,Spessore della Crosta,Crosta piuttosto spessa.,La crosta del formaggio è piuttosto spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P5b_319_fetta.bmp,Spessore della Crosta,"Crosta disomogenea e sfumata, spessore medio.","La crosta del formaggio è disomogenea e sfumata, spessore medio."
data/images_flat/2018-2019_Trentingrana__2019-02-27__P5b_319_fetta.bmp,Spessore della Crosta,"Crosta sfumata sulla parte piatta, più spessa in alcuni tratti e più sottile in altri, con profilo definito.","La crosta del formaggio è sfumata sulla parte piatta, più spessa in alcuni tratti e più sottile in altri, con profilo definito."
data/images_flat/2018-2019_Trentingrana__2019-02-27__P5b_319_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P5b_319_fetta.bmp,Spessore della Crosta,Crosta molto sottile.,La crosta del formaggio è molto sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P5b_319_fetta.bmp,Spessore della Crosta,Crosta spessa e sfumata.,La crosta del formaggio è spessa e sfumata.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P5b_319_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P4a_316_grana.bmp,Spessore della Crosta,"Crosta sfumata, disomogenea e di spessore sottile.","La crosta del formaggio è sfumata, disomogenea e di spessore sottile."
data/images_flat/2018-2019_Trentingrana__2019-02-27__P4a_316_grana.bmp,Spessore della Crosta,Crosta con spessore irregolare.,La crosta del formaggio presenta uno spessore irregolare.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P4a_316_grana.bmp,Spessore della Crosta,Crosta molto sottile con unghia evidente.,La crosta del formaggio è molto sottile con unghia evidente.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P4a_316_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P4a_316_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P4a_316_grana.bmp,Spessore della Crosta,Crosta piuttosto spessa.,La crosta del formaggio è piuttosto spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P3a_307_fetta.bmp,Spessore della Crosta,"Crosta disomogenea e sfumata su un lato, con spessore sottile.","La crosta del formaggio è disomogenea e sfumata su un lato, con spessore sottile."
data/images_flat/2018-2019_Trentingrana__2019-02-27__P3a_307_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P3a_307_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P3a_307_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P3a_307_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P3a_307_fetta.bmp,Spessore della Crosta,Crosta spessa.,La crosta del formaggio è spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P1a_302_grana.bmp,Spessore della Crosta,"Crosta disomogenea e sfumata, mediamente spessa.","La crosta del formaggio è disomogenea e sfumata, mediamente spessa."
data/images_flat/2018-2019_Trentingrana__2019-02-27__P1a_302_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P1a_302_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P1a_302_grana.bmp,Spessore della Crosta,Crosta più sottile su un lato.,La crosta del formaggio è più sottile su un lato.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P1a_302_grana.bmp,Spessore della Crosta,Crosta leggermente spessa.,La crosta del formaggio è leggermente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P6a_323_grana.bmp,Spessore della Crosta,Crosta disomogenea con spessore mediamente spesso.,La crosta del formaggio è disomogenea con spessore mediamente spesso.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P6a_323_grana.bmp,Spessore della Crosta,Crosta mediamente spessa con unghia marcata sugli angoli.,La crosta del formaggio è mediamente spessa con unghia marcata sugli angoli.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P6a_323_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P6a_323_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P6a_323_grana.bmp,Spessore della Crosta,Crosta spessa.,La crosta del formaggio è spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P2b_305_grana.bmp,Spessore della Crosta,"Crosta disomogenea e sfumata, mediamente spessa.","La crosta del formaggio è disomogenea e sfumata, mediamente spessa."
data/images_flat/2018-2019_Trentingrana__2019-02-27__P2b_305_grana.bmp,Spessore della Crosta,Crosta spessa agli scalzi.,La crosta del formaggio è spessa agli scalzi.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P2b_305_grana.bmp,Spessore della Crosta,Crosta molto sottile.,La crosta del formaggio è molto sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P2b_305_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P2b_305_grana.bmp,Spessore della Crosta,Crosta di spessore medio.,La crosta del formaggio è di spessore medio.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P6b_323_grana.bmp,Spessore della Crosta,Crosta disomogenea con spessore mediamente spesso.,La crosta del formaggio è disomogenea con spessore mediamente spesso.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P6b_323_grana.bmp,Spessore della Crosta,Crosta mediamente spessa con unghia marcata sugli angoli.,La crosta del formaggio è mediamente spessa con unghia marcata sugli angoli.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P6b_323_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P6b_323_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P6b_323_grana.bmp,Spessore della Crosta,Crosta spessa.,La crosta del formaggio è spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P2a_305_grana.bmp,Spessore della Crosta,"Crosta disomogenea e sfumata, mediamente spessa.","La crosta del formaggio è disomogenea e sfumata, mediamente spessa."
data/images_flat/2018-2019_Trentingrana__2019-02-27__P2a_305_grana.bmp,Spessore della Crosta,Crosta spessa agli scalzi.,La crosta del formaggio è spessa agli scalzi.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P2a_305_grana.bmp,Spessore della Crosta,Crosta molto sottile.,La crosta del formaggio è molto sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P2a_305_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P2a_305_grana.bmp,Spessore della Crosta,Crosta di spessore medio.,La crosta del formaggio è di spessore medio.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P3b_307_fetta.bmp,Spessore della Crosta,"Crosta disomogenea e sfumata su un lato, con spessore sottile.","La crosta del formaggio è disomogenea e sfumata su un lato, con spessore sottile."
data/images_flat/2018-2019_Trentingrana__2019-02-27__P3b_307_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P3b_307_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P3b_307_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P3b_307_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P3b_307_fetta.bmp,Spessore della Crosta,Crosta spessa.,La crosta del formaggio è spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P1b_302_grana.bmp,Spessore della Crosta,"Crosta disomogenea e sfumata, mediamente spessa.","La crosta del formaggio è disomogenea e sfumata, mediamente spessa."
data/images_flat/2018-2019_Trentingrana__2019-02-27__P1b_302_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P1b_302_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P1b_302_grana.bmp,Spessore della Crosta,Crosta più sottile su un lato.,La crosta del formaggio è più sottile su un lato.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P1b_302_grana.bmp,Spessore della Crosta,Crosta leggermente spessa.,La crosta del formaggio è leggermente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P4b_316_fetta.bmp,Spessore della Crosta,"Crosta sfumata, disomogenea e di spessore sottile.","La crosta del formaggio è sfumata, disomogenea e di spessore sottile."
data/images_flat/2018-2019_Trentingrana__2019-02-27__P4b_316_fetta.bmp,Spessore della Crosta,Crosta con spessore irregolare.,La crosta del formaggio presenta uno spessore irregolare.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P4b_316_fetta.bmp,Spessore della Crosta,Crosta molto sottile con unghia evidente.,La crosta del formaggio è molto sottile con unghia evidente.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P4b_316_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P4b_316_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P4b_316_fetta.bmp,Spessore della Crosta,Crosta piuttosto spessa.,La crosta del formaggio è piuttosto spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P5a_319_grana.bmp,Spessore della Crosta,"Crosta disomogenea e sfumata, spessore medio.","La crosta del formaggio è disomogenea e sfumata, spessore medio."
data/images_flat/2018-2019_Trentingrana__2019-02-27__P5a_319_grana.bmp,Spessore della Crosta,"Crosta sfumata sulla parte piatta, più spessa in alcuni tratti e più sottile in altri, con profilo definito.","La crosta del formaggio è sfumata sulla parte piatta, più spessa in alcuni tratti e più sottile in altri, con profilo definito."
data/images_flat/2018-2019_Trentingrana__2019-02-27__P5a_319_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P5a_319_grana.bmp,Spessore della Crosta,Crosta molto sottile.,La crosta del formaggio è molto sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P5a_319_grana.bmp,Spessore della Crosta,Crosta spessa e sfumata.,La crosta del formaggio è spessa e sfumata.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P5a_319_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P4a_316_fetta.bmp,Spessore della Crosta,"Crosta sfumata, disomogenea e di spessore sottile.","La crosta del formaggio è sfumata, disomogenea e di spessore sottile."
data/images_flat/2018-2019_Trentingrana__2019-02-27__P4a_316_fetta.bmp,Spessore della Crosta,Crosta con spessore irregolare.,La crosta del formaggio presenta uno spessore irregolare.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P4a_316_fetta.bmp,Spessore della Crosta,Crosta molto sottile con unghia evidente.,La crosta del formaggio è molto sottile con unghia evidente.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P4a_316_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P4a_316_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P4a_316_fetta.bmp,Spessore della Crosta,Crosta piuttosto spessa.,La crosta del formaggio è piuttosto spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P5b_319_grana.bmp,Spessore della Crosta,"Crosta disomogenea e sfumata, spessore medio.","La crosta del formaggio è disomogenea e sfumata, spessore medio."
data/images_flat/2018-2019_Trentingrana__2019-02-27__P5b_319_grana.bmp,Spessore della Crosta,"Crosta sfumata sulla parte piatta, più spessa in alcuni tratti e più sottile in altri, con profilo definito.","La crosta del formaggio è sfumata sulla parte piatta, più spessa in alcuni tratti e più sottile in altri, con profilo definito."
data/images_flat/2018-2019_Trentingrana__2019-02-27__P5b_319_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P5b_319_grana.bmp,Spessore della Crosta,Crosta molto sottile.,La crosta del formaggio è molto sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P5b_319_grana.bmp,Spessore della Crosta,Crosta spessa e sfumata.,La crosta del formaggio è spessa e sfumata.
data/images_flat/2018-2019_Trentingrana__2019-02-27__P5b_319_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
