dedup_key,attribute,caption_pre,frequency,sample_row_id
Profumo::intenso con note tipiche ed anche da burro,Profumo,intenso con note tipiche ed anche da burro,4,40387
Sapore::tendende all'acido,Sapore,tendende all'acido,4,40389
Sapore::leggerissimo amaro,Sapore,leggerissimo amaro,4,40390
Sapore::amaro leggerm percepito nel complesso equilibrato appena un poco' salato,Sapore,"amaro leggerm. percepito. nel complesso equilibrato, appena un poco' salato",4,40391
Sapore::senza salinit' e piccante un p di umami,Sapore,"senza salinit' e piccante, un p; di umami",4,40393
Sapore::latte e burro,Sapore,latte e burro,4,40394
Sapore::dolce prevale leggermente comunque gradevole ed equilibrato,Sapore,dolce prevale leggermente comunque gradevole ed equilibrato,4,40395
Sapore::sapidità' spiccata con buon umami e piccantezza evidente non molto bilanciato,Sapore,"sapidità' spiccata con buon umami e piccantezza evidente, non molto bilanciato",4,40396
Sapore::equilibrato pieno,Sapore,"equilibrato, pieno..",4,40397
Sapore::dolce leggermente sbilanciato umami e salato,Sapore,"dolce, leggermente sbilanciato umami e salato",4,40398
Aroma::una porzione (la più piccola) ha un aorma di muffa mentre le altre 2 no,Aroma,una porzione (la più piccola) ha un aorma di MUFFA mentre le altre 2 no!,4,40399
Aroma::panna leggero cotto,Aroma,panna leggero cotto,4,40400
Aroma::crosta di pane e crosta di formaggio,Aroma,crosta di pane e crosta di formaggio,4,40403
Aroma::crosta di formaggio leggero ossidato,Aroma,"crosta di formaggio, leggero ossidato",4,40405
Aroma::nota di formaggio cotto e crosta di formaggio ricorda un poco un formaggio nostrano,Aroma,"nota di formaggio cotto e crosta di formaggio, ricorda un poco un formaggio nostrano",4,40406
Aroma::grana burro forse anche un p di note evolute,Aroma,"grana, burro, forse anche un p; di note evolute...",4,40407
Texture::granuloso e friabile cristalli evidenti solubile leggerero residuo sabbioso,Texture,granuloso e friabile cristalli evidenti solubile leggerero residuo sabbioso,4,40410
Texture::friabile microstruttura fine microcristalli presenti non asciutto,Texture,friabile. microstruttura fine. microcristalli presenti. non asciutto,4,40411
Texture::quasi assenza di cristalli troppo umido,Texture,quasi assenza di cristalli;troppo umido,4,40412
Texture::morbido senza struttura e microcristalli troppo solubile,Texture,"morbido, senza struttura e microcristalli, troppo solubile",4,40413
Texture::granulosa ma non molto solubile leggermente cedevole,Texture,"granulosa ma non molto solubile, leggermente cedevole",4,40416
Texture::molti cristalli ben friabile e in ottimo equilibrio tra umidità e soubilita,Texture,"molti cristalli, ben friabile e in ottimo equilibrio tra umidità. e soubilita-",4,40417
Spessore della Crosta::spessore medio piatto e scalzo circa7mm spigoli circa 15mm,Spessore della Crosta,Spessore medio piatto e scalzo circa7mm Spigoli circa 15mm,4,40419
Spessore della Crosta::0 8 su un lato con colore più scuro ma spessore minore 0 9 sull altro,Spessore della Crosta,"0,8 su un lato con colore più scuro ma spessore minore 0,9 sull,altro",4,40420
Spessore della Crosta::per lo più sotto i 10 mm,Spessore della Crosta,Per lo più sotto i 10 mm,4,40421
Spessore della Crosta::regolare entro1 cm,Spessore della Crosta,Regolare entro1 cm,4,40423
Spessore della Crosta::piatti molto fine spigoli belli,Spessore della Crosta,Piatti molto fine spigoli belli,4,40428
Struttura della Pasta::struttura non omogenea ma granulosa frattura non proprio regolare,Struttura della Pasta,Struttura non omogenea ma granulosa Frattura non proprio regolare,4,40429
Struttura della Pasta::frattura irregolare con evidenti blocchi una sfoglia di 6 cm grandi a un poco grossa evidenti i cristalli,Struttura della Pasta,Frattura irregolare con evidenti blocchi una sfoglia di 6 cm Grandi a un poco grossa Evidenti i cristalli,4,40430
Struttura della Pasta::frattura irregolare ed i taglio per il resto grana regolare grandiosa anche fine,Struttura della Pasta,"Frattura irregolare ed i taglio . Per il resto grana regolare, grandiosa, anche fine",4,40431
Struttura della Pasta::frattura presente,Struttura della Pasta,Frattura presente,4,40432
Struttura della Pasta::frattura irregolare una crepa,Struttura della Pasta,"Frattura irregolare,una crepa",4,40434
Struttura della Pasta::grana bella spacco,Struttura della Pasta,"Grana bella, spacco",4,40435
Struttura della Pasta::frattura non bellissima ma pasta con grana evidente presenza di una grossa spaccatura,Struttura della Pasta,"Frattura non bellissima ma pasta con grana evidente, presenza di una grossa spaccatura",4,40436
Struttura della Pasta::molto grossolana con spaccatura evidente e leggera stiratura,Struttura della Pasta,Molto grossolana con spaccatura evidente ...e leggera stiratura,4,40437
Struttura della Pasta::frattura grossolana fessura grande bella grana fine,Struttura della Pasta,Frattura grossolana fessura grande bella grana fine,4,40438
Colore della Pasta::al centro colorazione paglierina leggermente più accentuata,Colore della Pasta,Al centro colorazione paglierina leggermente più accentuata,4,40439
Colore della Pasta::omogeneo tendente al paglierino,Colore della Pasta,Omogeneo tendente al paglierino,4,40441
Colore della Pasta::colore uniforme,Colore della Pasta,Colore uniforme,4,40444
Colore della Pasta::centro zona rosacea,Colore della Pasta,Centro zona rosacea,4,40445
Colore della Pasta::omogeneo ma carico forse con qualche alone,Colore della Pasta,"Omogeneo ma carico, forse con qualche alone",4,40446
Colore della Pasta::omogeneo giallo carico carico,Colore della Pasta,Omogeneo giallo carico carico,4,40447
Colore della Pasta::leggi più scuro al centro ma tende al cgiaro,Colore della Pasta,Leggi più scuro al centro ma tende al cgiaro,4,40448
Profumo::latte e panna intensità medio alta,Profumo,latte e panna intensità medio alta,4,41079
Profumo::moderato note lattee pane tostato,Profumo,moderato. note lattee. pane. tostato,4,41081
Profumo::burro fuso latte cotto,Profumo,burro fuso;latte cotto,4,41082
Profumo::un poco' di verdura lessa,Profumo,un poco' di verdura lessa,4,41084
Profumo::burro fuso burro cotto brodo mediamente intenso equilibrato,Profumo,"burro fuso, burro cotto,brodo, mediamente intenso, equilibrato",4,41085
Profumo::inizialmente si percepisce una leggera fermentazione segue panna fresca burro fresco e fruttato,Profumo,"Inizialmente si percepisce una leggera fermentazione, segue panna fresca, burro fresco e fruttato",4,41086
Sapore::equilibrato con dolce intensità alta,Sapore,equilibrato con dolce intensità alta,4,41087
Sapore::amaro il resto presente e tutto equilibrato,Sapore,amaro. il resto presente e tutto equilibrato,4,41089
Sapore::salato anche un poco' acido punta di amaro finale,Sapore,"salato, anche un poco' acido, punta di amaro finale",4,41092
Sapore::equilibrato con una nota finale leggermente amarognola,Sapore,"equilibrato, con una nota finale leggermente amarognola",4,41094
Aroma::latte intensità alta,Aroma,latte intensità alta,4,41095
Aroma::un poco' di latte fermentato latte cotto erbe,Aroma,"un poco' di latte fermentato, latte cotto, erbe",4,41100
Aroma::panna burro cotto gradevole,Aroma,"panna, burro cotto, gradevole",4,41101
Aroma::aromi leggeri e poco persistenti,Aroma,aromi leggeri e poco persistenti,4,41102
Texture::presenza di cristalli di tirosina solubilità e friabilità medio alta,Texture,presenza di cristalli di tirosina;solubilità e friabilità medio alta,4,41103
Texture::tende un poco a compattarsi piccoli cristalli poco sol,Texture,tende un poco a compattarsi piccoli cristalli poco sol,4,41104
Texture::cristalli percepiti grossi friabilità buona non molto umido,Texture,"cristalli percepiti, grossi. friabilità buona. non molto umido",4,41105
Texture::pastoso e poco solubile adesivo,Texture,pastoso e poco solubile. adesivo,4,41107
Texture::struttura mediamente dura friabile solubile granulosa pochi microcristalli,Texture,"struttura mediamente dura, friabile, solubile, granulosa, pochi microcristalli",4,41109
Texture::sabbioso e granuloso con cristalli,Texture,sabbioso-e granuloso con cristalli,4,41110
Spessore della Crosta::disomogenea sfumata spessore medio 11mm,Spessore della Crosta,Disomogenea sfumata Spessore medio 11mm,4,41111
Spessore della Crosta::su un piatto sfumata e piú spessa a tratti più sottile e definita,Spessore della Crosta,"Su un piatto sfumata e piú spessa, A tratti più sottile e definita,",4,41113
Spessore della Crosta::8 o meno,Spessore della Crosta,8 o meno,4,41116
Spessore della Crosta::spesso e sfumato,Spessore della Crosta,Spesso e sfumato,4,41117
Struttura della Pasta::finissima microocchiatura struttura regolare,Struttura della Pasta,Finissima Microocchiatura Struttura Regolare,4,41119
Struttura della Pasta::cessata che tende a sgretolarsi e disidratata verso l'esterno microocchiature inf 1,Struttura della Pasta,Cessata che tende a sgretolarsi e disidratata verso l'esterno microocchiature inf 1,4,41120
Struttura della Pasta::ovunque microocchiatura fine è rada struttura buona fine pare che verso un piatto la pasta sia più asciutta,Struttura della Pasta,"Ovunque Microocchiatura fine è rada, Struttura buona, fine, Pare che verso un piatto la pasta sia più asciutta,",4,41121
Struttura della Pasta::un poco' di microocchiatura,Struttura della Pasta,Un poco' di microocchiatura,4,41123
Struttura della Pasta::frattura abbastanza regolare microocchiatura molto diffusa cosi sottile che si potrebbe quasi non vedere,Struttura della Pasta,"Frattura abbastanza regolare, microocchiatura molto diffusa cosi sottile che si potrebbe quasi non vedere",4,41124
Struttura della Pasta::frattura regolare presenza di microocchiatura a tratti grana presente ma poco profilata,Struttura della Pasta,"Frattura regolare, presenza di microocchiatura a tratti, grana presente ma poco profilata",4,41125
Struttura della Pasta::frattura regolare presenza di impugnatura centrale superficie molto asciutta,Struttura della Pasta,"Frattura regolare, presenza di impugnatura centrale, superficie molto asciutta",4,41126
Colore della Pasta::leggermente carico al centro,Colore della Pasta,Leggermente carico al centro,4,41127
Colore della Pasta::abbastanza uniforme ma sottocrosta marrone con superficie biancastra,Colore della Pasta,Abbastanza uniforme ma sottocrosta marrone con superficie biancastra,4,41128
Colore della Pasta::aree di colore diverso,Colore della Pasta,Aree di colore diverso,4,41129
Colore della Pasta::leggermente sfumato verso l'esterno,Colore della Pasta,Leggermente sfumato verso l'esterno,4,41132
Colore della Pasta::giallo abbastanza omogeneo lieve alone centrale,Colore della Pasta,Giallo abbastanza omogeneo lieve alone centrale,4,41133
Colore della Pasta::paglierino molto scarico con riflessi grigi,Colore della Pasta,Paglierino molto scarico con riflessi grigi,4,41134
Profumo::vegetale e cotto/bruciato,Profumo,vegetale e cotto/bruciato,4,41136
Profumo::burro fresco panna buona intensità,Profumo,"Burro fresco, panna. Buona intensità",4,41137
Profumo::lattici cotti e tostati anche troppo decisi (caffè),Profumo,lattici cotti e tostati anche troppo decisi (caffè),4,41140
Profumo::intenso caramello latte cotto lieve nota bruciata,Profumo,"intenso, caramello, latte cotto, lieve nota bruciata",4,41141
Profumo::brodo formagio fuso e burro fusu,Profumo,"brodo, formagio fuso e burro fusu",4,41142
Sapore::piccante intensità medio bassa,Sapore,piccante intensità medio bassa,8,41143
Sapore::salato umami leggermente amaro,Sapore,salato umami leggermente amaro,4,41144
Sapore::amaro e piccante non dolce poco acido,Sapore,amaro e piccante. non dolce. poco acido,4,41145
Sapore::leggermente piccante e salato brucia la lingua,Sapore,leggermente piccante e salato. brucia la lingua,4,41147
Sapore::umami leggero amaro finale,Sapore,"umami, leggero amaro finale",4,41148
Sapore::sapidità' medio bassa dolcezza media umami medio basso piccantezza bassa abbastanza equilibrato,Sapore,"sapidità' medio bassa, dolcezza media, umami medio basso, piccantezza bassa, abbastanza equilibrato",4,41149
Sapore::nota amara iniziale persistenate segue un leggero piccate e la docezza,Sapore,nota amara iniziale persistenate segue un leggero piccate e la docezza,4,41150
Aroma::leggero sentore di cotto quasi bruciato,Aroma,"leggero sentore di cotto, quasi bruciato",4,41155
Aroma::caffellatte conferma gli odori,Aroma,"caffellatte, conferma gli odori",4,41156
Aroma::nota di caramello di pasticceria cotto dominante poco complesso,Aroma,"nota di caramello, di pasticceria, cotto dominante, poco complesso",4,41157
Aroma::cantina tostatura o fumo,Aroma,"cantina, tostatura o fumo",4,41158
Texture::cristalli di tirosina assenti friabilità e solubilità intensità bassa,Texture,cristalli di tirosina assenti;friabilità e solubilità intensità bassa,4,41159
Texture::morbido impasta qualche cristallo sol,Texture,morbido impasta qualche cristallo sol,4,41160
Texture::morbido cedevole al morso firabilità non piena non sento cristalli,Texture,"Morbido, cedevole al morso. Firabilità non piena. non sento cristalli",4,41161
Texture::compatto poco friabile poco granuloso poco solubile,Texture,"compatto, poco friabile, poco granuloso, poco solubile",4,41164
Texture::non molto dura friabile granulosa mediamentesolubile,Texture,"non molto dura, friabile, granulosa, mediamentesolubile",4,41165
Texture::la bocca è abbastanza polita,Texture,la bocca è abbastanza polita,4,41166
Spessore della Crosta::crosta sfumata disomogenea media 9mm,Spessore della Crosta,Crosta sfumata disomogenea Media 9mm,4,41167
Spessore della Crosta::spessore irregolare,Spessore della Crosta,Spessore irregolare,6,41169
Spessore della Crosta::crosta finissima ma unghia evidente,Spessore della Crosta,Crosta finissima ma unghia evidente,4,41171
Struttura della Pasta::un'area con microocchiatura frattura molto irregolare struttura grandiosa con aree tendente allo stirato,Struttura della Pasta,Un'area con Microocchiatura Frattura molto irregolare Struttura grandiosa con aree tendente allo stirato,4,41175
Struttura della Pasta::frattura a blocchi pasta stirata fitta microocchiature piccoli strappi sotto un piatto,Struttura della Pasta,Frattura a blocchi pasta stirata fitta microocchiature piccoli strappi sotto un piatto,4,41176
Struttura della Pasta::microocchiatura fine in diversi punti striature accennate che hanno differenti versi fratture,Struttura della Pasta,"Microocchiatura fine in diversi punti, Striature accennate che hanno differenti versi, Fratture,",4,41177
Struttura della Pasta::pasta leggermente stirata con microocchiatura,Struttura della Pasta,Pasta leggermente stirata con microocchiatura,4,41179
Struttura della Pasta::frattura non proprio regolare grana a tratti discreta in altri quasi stirata microocchiatura diffusa,Struttura della Pasta,"Frattura non proprio regolare, grana a tratti discreta, in altri quasi stirata, Microocchiatura diffusa",4,41180
Struttura della Pasta::frattura molto irregolare ma grana presente anche se grossolana presenza di microocchiatura a tratti,Struttura della Pasta,Frattura molto irregolare ma grana presente anche se grossolana presenza di microocchiatura a tratti,4,41181
Struttura della Pasta::spugnatura molto fine ma diffusa nella parte centrale della forma frattura inregolare,Struttura della Pasta,"Spugnatura molto fine, ma diffusa nella parte centrale della forma, Frattura inregolare",4,41182
Colore della Pasta::carico con alone e macchia diffusa rosata,Colore della Pasta,Carico con alone e macchia diffusa rosata,4,41184
Colore della Pasta::non omogeneo ed aloni rosa o marron,Colore della Pasta,Non omogeneo ed aloni rosa o marron,4,41185
Colore della Pasta::colore carico con alone centrale e qualche leggera macchia rosa,Colore della Pasta,Colore carico con alone centrale e qualche leggera macchia rosa,4,41187
Colore della Pasta::deciso alone centrale,Colore della Pasta,Deciso alone centrale,4,41188
Colore della Pasta::mediamente carico abbastanza omogeneo ma con lieve alone rosato,Colore della Pasta,Mediamente carico abbastanza omogeneo ma con lieve alone rosato,4,41189
Profumo::negativo intenistà alta,Profumo,negativo intenistà alta,4,41303
Profumo::acidi grassi,Profumo,acidi grassi,4,41304
Profumo::intensità leggero moderata bouquet floreale per lopiù anche vegetale molto delicato e elegante particolare,Profumo,"intensità leggero-moderata. Bouquet floreale per lopiù, anche vegetale. Molto delicato e elegante. Particolare",4,41305
Profumo::ossidato e punta di fermentato,Profumo,ossidato e punta di fermentato,4,41307
Profumo::cotti prevalenti quasi caffellatte,Profumo,"cotti prevalenti, quasi caffellatte",4,41308
Profumo::latte acido yogurt fermentato panna acida difettoso,Profumo,"latte acido, yogurt, fermentato, panna acida, difettoso",4,41309
Profumo::prevalente mente latte acido panna acida e brodo,Profumo,"prevalente mente latte acido, panna acida e brodo",4,41310
Sapore::piccante intenistà alta amaro intesità alta,Sapore,piccante intenistà alta;amaro intesità alta,4,41311
Sapore::amaro e piccante acre in gola,Sapore,amaro e piccante acre in gola,4,41312
Sapore::salato amaro non dolce poco umami,Sapore,"salato. Amaro. non dolce, poco umami",4,41313
Sapore::punta di piccante e salato,Sapore,punta di piccante e salato,4,41315
Sapore::umami amaro finale,Sapore,"umami, amaro finale",4,41316
Sapore::presenza di acidità' quasi rinfrescante difettoso,Sapore,"presenza di acidità', quasi rinfrescante, difettoso",4,41317
Sapore::pricipalmente acido segue il salato e piccante la nota dolce è quasi assente,Sapore,"pricipalmente acido, segue il salato e piccante, la nota dolce è quasi assente",4,41318
Aroma::troppi lattici cotti,Aroma,"troppi lattici cotti,",4,41324
Aroma::note lattiche fermentate ossiadto sapone,Aroma,"note lattiche fermentate, ossiadto, sapone",4,41325
Aroma::latte acido,Aroma,latte acido,4,41326
Texture::friabilità e solubilità alta granuli di tirosina presistenti,Texture,friabilità e solubilità alta;granuli di tirosina presistenti,4,41327
Texture::friabile si sgretola in bocca cristalli,Texture,friabile si sgretola in bocca cristalli,4,41328
Texture::umido freddo ciononostante friabile in una microstruttura fine sabbiosa lacia la bocca pulita cristalli presenti anche grossi,Texture,"Umido, freddo. Ciononostante friabile in una microstruttura fine, sabbiosa. Lacia la bocca pulita. Cristalli presenti, anche grossi.",4,41329
Texture::umido friabile strana cedevolezza assenza di cristalli,Texture,"umido, friabile, strana cedevolezza, assenza di cristalli",4,41332
Texture::cedevole poco consistente disaggregata ma solubile,Texture,"cedevole, poco consistente, disaggregata, ma solubile",4,41333
Texture::abbondanti cristalli il formaggio si scioglio rapidamente,Texture,"abbondanti cristalli, il formaggio si scioglio rapidamente",4,41334
Spessore della Crosta::disomogenea sfumata su un lato media 8mm,Spessore della Crosta,Disomogenea sfumata su un lato Media 8mm,4,41335
Spessore della Crosta::spesso sotto i 10 mm,Spessore della Crosta,Spesso sotto i 10 mm,4,41337
Struttura della Pasta::presenza microocchiatura ruvida,Struttura della Pasta,Presenza Microocchiatura RUVIDA,4,41343
Struttura della Pasta::grana grossolana e occhiatura fitta con effetto spugna,Struttura della Pasta,Grana grossolana e occhiatura fitta con effetto spugna,4,41344
Struttura della Pasta::microocchiatura in vasta zona anche di grosse dimensioni peccato perché la grana è omogenea e fine il taglio più che discreto,Struttura della Pasta,"Microocchiatura in vasta zona anche di grosse dimensioni, Peccato perché la grana è omogenea e fine, Il taglio più che discreto",4,41345
Struttura della Pasta::microcchiature evidenti,Struttura della Pasta,Microcchiature evidenti,4,41346
Struttura della Pasta::struttura dall' aspetto anomalo non granulosa ristrutturata presente occhiatura,Struttura della Pasta,"Struttura dall' aspetto anomalo, non granulosa, Ristrutturata, Presente occhiatura,",4,41347
Struttura della Pasta::granulosità decisa occhiatura anche di 3 mm soprattutto in mezza forma,Struttura della Pasta,"Granulosità decisa, occhiatura anche di 3 mm soprattutto in mezza forma,",4,41348
Struttura della Pasta::grana evidente ma con grani di tirosina grossi occhiatura a tratti diffusa,Struttura della Pasta,"Grana evidente ma con grani di tirosina grossi, occhiatura a tratti diffusa",4,41349
Struttura della Pasta::frattura regolare ma con impugnatura largamente diffusa su tutta la superficie con occhi fino a un massimo di 4mm,Struttura della Pasta,Frattura regolare ma con impugnatura largamente diffusa su tutta la superficie con occhi fino a un massimo di 4mm,4,41350
Colore della Pasta::colore aranciato ma uniforme,Colore della Pasta,Colore aranciato ma uniforme,4,41352
Colore della Pasta::rosa ai piatti e scalzi,Colore della Pasta,Rosa ai piatti e scalzi,4,41354
Colore della Pasta::colore chiaro ma pallido anomalo per il grana,Colore della Pasta,"Colore chiaro ma pallido, anomalo per il grana",4,41355
Colore della Pasta::omogeneo mediamente carico,Colore della Pasta,Omogeneo mediamente carico,6,41357
Colore della Pasta::paglierino carico con velature grige,Colore della Pasta,Paglierino carico con velature grige,4,41358
Profumo::in negativo spezzando i cubetti profumo brodo vegetale e di animale/letame intensità media,Profumo,in negativo spezzando i cubetti profumo brodo vegetale e di animale/letame intensità media,4,41359
"Profumo::alla prima olfazione sentore di formaggio ""altro"" fermentazione non tipica trentingrana poi si perde e resta un'intensità bassa",Profumo,"alla prima olfazione sentore di formaggio ""altro"". Fermentazione non tipica trentingrana. poi si perde e resta un'intensità bassa",4,41361
Profumo::leggero e quasi impercettibile,Profumo,leggero e quasi impercettibile,4,41363
Profumo::intenso e pungente all'apertura poi a tratti fermentato crosta di formaggio disomogeneo nei pezzi,Profumo,"intenso e pungente all'apertura, poi a tratti fermentato, crosta di formaggio, disomogeneo nei pezzi",4,41364
Profumo::mediamente intenso lieve nota propionica nota di acqua stagnante pozzo,Profumo,"mediamente intenso, lieve nota propionica, nota di acqua stagnante, pozzo",4,41365
Profumo::fruttato panna fieno e nota fermentata molto leggera,Profumo,"Fruttato, panna, fieno e nota fermentata molto leggera",4,41366
Sapore::acido intensità medio alta,Sapore,acido intensità medio alta,4,41367
Sapore::acido amaro leggero non dolce,Sapore,Acido. Amaro leggero. non dolce.,4,41369
Sapore::dolcezza medio alta sapidità' medio alta poco piccante umami marcato non molto equilibrato forse lieve retrogusto amaro,Sapore,"dolcezza medio alta, sapidità' medio alta, poco piccante, umami marcato, non molto equilibrato, forse lieve retrogusto amaro",4,41373
Sapore::sapidità pesistente ma non elevata,Sapore,sapidità pesistente ma non elevata,4,41374
Aroma::aroma di muffa/fungo/crosta intensità bassa (svanisce subito),Aroma,aroma di muffa/fungo/crosta intensità bassa (svanisce subito),4,41375
Aroma::lattici cotti tostati brodo di carne,Aroma,"lattici cotti, tostati, brodo di carne",4,41380
Aroma::lattico di panna note di nostrano propionico fruttato poco caratteristico,Aroma,"lattico di panna, note di nostrano, propionico, fruttato, poco caratteristico",4,41381
Aroma::poco intenso e persistente fruttato e lattico cotto,Aroma,poco intenso e persistente: fruttato e lattico cotto,4,41382
Texture::nessun cristallo di tirosina solubilità bassa friabilità bassa,Texture,nessun cristallo di tirosina;solubilità bassa;friabilità bassa,4,41383
Texture::asciutto poco friabile lascia residuo poco sol,Texture,asciutto poco friabile lascia residuo poco sol,4,41384
Texture::sotto il molare si fende in pezzi grossi struttura poco definita,Texture,Sotto il molare si fende in pezzi grossi. Struttura poco definita,4,41385
Texture::pastoso asciutto,Texture,"pastoso, asciutto",4,41387
Texture::non molto friabile tendente all'adesivo e poco solubile assenti i cristalli,Texture,"non molto friabile, tendente all'adesivo e poco solubile, assenti i cristalli",4,41388
Texture::mediamente dura granulosa ma con solubilità' medio bassa ricorda più\ un nostrano che un grana,Texture,"mediamente dura, granulosa ma con solubilità' medio bassa, ricorda più\ un nostrano che un grana",4,41389
Texture::ascitto sabbiosoe granuloso,Texture,"Ascitto, sabbiosoe granuloso",4,41390
Spessore della Crosta::disomogenea e sfumata spessore medio 10mm,Spessore della Crosta,Disomogenea e sfumata Spessore medio 10mm,4,41391
Spessore della Crosta::leggermente spessa,Spessore della Crosta,Leggermente spessa,8,41398
Struttura della Pasta::frattura irregolare struttura irregolare are disomogenea con aree tendenti allo stirato,Struttura della Pasta,Frattura irregolare Struttura irregolare!are disomogenea con aree tendenti allo stirato,4,41399
Struttura della Pasta::leggermente stirata con qualche frattura,Struttura della Pasta,Leggermente stirata con qualche frattura,4,41400
Struttura della Pasta::grana grossa ma anna omogenea frattura molto buona,Struttura della Pasta,"Grana grossa ma Anna omogenea, Frattura molto buona,",4,41401
Struttura della Pasta::frattura regolare grana fine presente uno spacco della pasta,Struttura della Pasta,"Frattura regolare, grana fine, Presente uno spacco della pasta!",4,41403
Struttura della Pasta::grana grossolana frattura regolare strappo,Struttura della Pasta,"Grana grossolana, frattura regolare, strappo",4,41404
Struttura della Pasta::grana molto grossolana poco profilata,Struttura della Pasta,Grana molto grossolana poco profilata,4,41405
Struttura della Pasta::frattura abbastanza regolare con una frattua di 4 5 cm,Struttura della Pasta,"Frattura abbastanza regolare, con una frattua di 4,5 cm",4,41406
Colore della Pasta::gialla con alone,Colore della Pasta,Gialla con alone,4,41408
Colore della Pasta::candido paglierino a tratti ma alone centrale appena più carico,Colore della Pasta,"Candido paglierino a tratti, ma alone centrale appena più carico",4,41409
Colore della Pasta::intenso ma abbastanza omogeneo,Colore della Pasta,Intenso ma abbastanza omogeneo,4,41412
Colore della Pasta::carico alone centrale più scuro,Colore della Pasta,Carico alone centrale più scuro,4,41413
Colore della Pasta::paglierino con riflessi grigi,Colore della Pasta,Paglierino con riflessi grigi,4,41414
Profumo::latte cotto intensità medio bassa,Profumo,latte cotto intensità medio bassa,4,41415
Profumo::burroso,Profumo,burroso,4,41419
Profumo::all'apertura anche fruttato dolce quasi banana poi solo lattici anche formaggio cotto,Profumo,"all'apertura anche fruttato dolce, quasi banana, poi solo lattici, anche formaggio cotto",4,41420
Profumo::poco intenso panna burro sciolto lieve nota proprionica poco intenso crosta di formaggio,Profumo,"poco intenso, panna, burro sciolto, lieve nota proprionica, poco intenso, crosta di formaggio",4,41421
Profumo::burro msciolto panna fresca fruttato e pane tostato,Profumo,"burro msciolto, panna fresca, fruttato e pane tostato",4,41422
Sapore::piccantino non persiste pieno,Sapore,"piccantino, non persiste. pieno",4,41425
Sapore::equilibrato non piccante,Sapore,"equilibrato, non piccante",4,41427
Sapore::dolcezza medio alta sapidità' media umami medio piccantezza media abbastanza equilibrato,Sapore,"dolcezza medio alta, sapidità' media, umami medio, piccantezza media, abbastanza equilibrato",4,41429
Sapore::sapidità prevalente seguita subito dalla docezza nel complesso abbastanza equilibrato,Sapore,"sapidità prevalente seguita subito dalla docezza, nel complesso abbastanza equilibrato",4,41430
Aroma::panna burro sciolto brodo lieve nota proprionica o di formaggio svizzero,Aroma,"panna, burro sciolto, brodo, lieve nota proprionica o di formaggio svizzero",4,41437
Aroma::principalmente sentori lattici latte cotto e fruttato,Aroma,"Principalmente sentori lattici, latte cotto e fruttato",4,41438
Texture::friabilità e solubilità intensità media granuli tirosina intesnità alta,Texture,friabilità e solubilità intensità media;granuli tirosina intesnità alta,4,41439
Texture::granuloso con cristalli friabile,Texture,granuloso con cristalli friabile,4,41440
Texture::morbido comunque friabile si scioglie in bocca,Texture,"morbido, comunque friabile. si scioglie in bocca",4,41441
Texture::ancora un poco umida ma solubile poco granulosa presenza media di microcristalli,Texture,"ancora un poco umida ma solubile, poco granulosa, presenza media di microcristalli",4,41445
Texture::presena di cristali minuti il formagio sparisce rapitamente in bocca,Texture,"Presena di cristali minuti, il formagio sparisce rapitamente in bocca",4,41446
Spessore della Crosta::disomogenea media almeno 10mm,Spessore della Crosta,Disomogenea Media ALMENO 10mm,4,41447
Spessore della Crosta::1 cm ma con tanta unghia sugli angoli,Spessore della Crosta,1 cm ma con tanta unghia sugli angoli,4,41451
Struttura della Pasta::disomogenea area sotto un piatto stirata,Struttura della Pasta,Disomogenea Area sotto un piatto stirata,4,41455
Struttura della Pasta::frattura irregolare grana un poco disomogenea cristalli bianchi piccoli e un occhio 6 mm microocchiatura,Struttura della Pasta,Frattura irregolare grana un Poco disomogenea cristalli bianchi piccoli e un occhio 6 mm microocchiatura,4,41456
Struttura della Pasta::qualche zona di microocchiatura c'è rada e fine buon taglio grana omogenea non fine non evoluta,Struttura della Pasta,"Qualche zona di microocchiatura c'è, rada e fine, Buon taglio, Grana omogenea, non fine, non evoluta",4,41457
Struttura della Pasta::struttura non omogenea stirata in parte,Struttura della Pasta,Struttura non omogenea stirata in parte,4,41459
Struttura della Pasta::non omogeneo microocchiatura diffusa un occhio di 6 mm,Struttura della Pasta,"Non omogeneo, Microocchiatura diffusa, un occhio di 6 mm,",4,41460
Struttura della Pasta::frattura ok pasta a tratti umida con microocchiatura a tratti stirata a tratti con grana fine,Struttura della Pasta,"Frattura ok, pasta a tratti umida con microocchiatura a tratti stirata a tratti con grana fine",4,41461
Struttura della Pasta::finissima impugnatura centrale con dittatura e un'occhio di circa 6 mm,Struttura della Pasta,"Finissima impugnatura centrale, con dittatura e un'occhio di circa 6 mm",4,41462
Colore della Pasta::colore giallo carico omogeneo,Colore della Pasta,Colore giallo carico omogeneo,4,41467
Colore della Pasta::omogeneo se pur carico,Colore della Pasta,Omogeneo se pur carico,4,41469
Colore della Pasta::paglierino carico uniformemente distribuito e leggero riflesso verde,Colore della Pasta,Paglierino carico uniformemente distribuito e leggero riflesso verde,4,41470
Profumo::animale e stalla intensità alta,Profumo,animale e stalla intensità alta,4,41471
Profumo::una botta di taleggio al primo olfatto poi il nulla,Profumo,una botta di taleggio al primo olfatto....poi il nulla,4,41473
Profumo::leggero non del tutto da grana,Profumo,"leggero, non del tutto da grana",4,41475
